기준연도,대학원여부,계열,분석대상자_명,평균소득만원,평균소득만원_사분위,중위소득만원,중위소득만원_사분위,평균소득_중위소득_차이만원,평균소득_중위소득_차이만원_사분위,평균소득_중위소득_비율,평균소득_중위소득_비율_사분위,초임급여_100만원미만_명,초임급여_100만원미만_명_사분위,초임급여_100~200만원미만_명,초임급여_100~200만원미만_명_사분위,초임급여_200~300만원미만_명,초임급여_200~300만원미만_명_사분위,초임급여_300~400만원미만_명,초임급여_300~400만원미만_명_사분위,초임급여_400만원이상_명,초임급여_400만원이상_명_사분위,초임급여_100만원미만_비율,초임급여_100만원미만_비율_사분위,초임급여_100~200만원미만_비율,초임급여_100~200만원미만_비율_사분위,초임급여_200~300만원미만_비율,초임급여_200~300만원미만_비율_사분위,초임급여_300~400만원미만_비율,초임급여_300~400만원미만_비율_사분위,초임급여_400만원이상_비율,초임급여_400만원이상_비율_사분위,초임급여_300만원이상_비율,초임급여_300만원이상_비율_사분위,초임급여_200만원미만_비율,초임급여_200만원미만_비율_사분위,cert_자격증취득자_명,cert_자격증취득자_명_사분위,cert_자격증미취득자_명,cert_자격증미취득자_명_사분위,cert_자격증취득률_pct,cert_자격증취득률_pct_사분위,cert_자격증미취득률_pct,cert_자격증미취득률_pct_사분위,cert_자격증취득수_건,cert_자격증취득수_건_사분위,cert_취득자당자격증취득수,cert_취득자당자격증취득수_사분위,cert_분석대상자당자격증취득수,cert_분석대상자당자격증취득수_사분위,company_대기업_명,company_대기업_pct,company_중견기업_명,company_중견기업_pct,company_중소기업_명,company_중소기업_pct,company_국가및지방_명,company_국가및지방_pct,company_공공기관_명,company_공공기관_pct,company_비영리_명,company_비영리_pct,company_기타_명,company_기타_pct,company_대중견기업_pct,company_공공비영리_pct
2024,0,공학,72776,328.1,Q2_25~50%,290.0,Q3_50~75%,38.10000000000002,Q2_25~50%,1.1313793103448277,Q2_25~50%,851,Q4_상위25%,4953,Q4_상위25%,32989,Q4_상위25%,16828,Q4_상위25%,17155,Q4_상위25%,1.1693415411674177,Q1_하위25%,6.8058151038804,Q2_25~50%,45.32950423216445,Q3_50~75%,23.123007584918103,Q4_상위25%,23.57233153786963,Q2_25~50%,46.69533912278773,Q3_50~75%,7.975156645047818,Q2_25~50%,44295,Q4_상위25%,28481,Q4_상위25%,60.9,Q4_상위25%,39.1,Q1_하위25%,103757,Q4_상위25%,2.3,Q4_상위25%,1.425703528635814,Q4_상위25%,15391,21.14845553479169,8042,11.050346268000439,38709,53.18923821039904,5293,7.273002088600637,2038,2.8003737495877763,2781,3.8213147191381776,522,0.7172694294822469,32.19880180279213,13.89469055732659
2024,0,의약,41094,314.3,Q2_25~50%,282.4,Q2_25~50%,31.900000000000034,Q1_하위25%,1.112960339943343,Q1_하위25%,366,Q3_50~75%,2350,Q3_50~75%,20570,Q4_상위25%,12381,Q4_상위25%,5427,Q3_50~75%,0.8906409694845963,Q1_하위25%,5.718596388767216,Q2_25~50%,50.055969241251766,Q3_50~75%,30.128485910351877,Q4_상위25%,13.206307490144548,Q1_하위25%,43.33479340049642,Q2_25~50%,6.6092373582518125,Q2_25~50%,10362,Q4_상위25%,30732,Q4_상위25%,25.2,Q1_하위25%,74.8,Q4_상위25%,17011,Q3_50~75%,1.6,Q1_하위25%,0.413953375188592,Q1_하위25%,659,1.6036404341266366,408,0.9928456709008614,19977,48.61293619506497,1345,3.2729838905923008,1284,3.1245437290115348,17230,41.92826203338687,191,0.46478804691682485,2.596486105027498,48.3257896529907
2024,0,인문,18844,303.9,Q2_25~50%,250.0,Q1_하위25%,53.89999999999998,Q3_50~75%,1.2156,Q3_50~75%,503,Q3_50~75%,2478,Q3_50~75%,9742,Q3_50~75%,2961,Q3_50~75%,3160,Q2_25~50%,2.6692846529399277,Q4_상위25%,13.150074294205053,Q4_상위25%,51.69815325833157,Q3_50~75%,15.713224368499256,Q1_하위25%,16.769263426024196,Q2_25~50%,32.48248779452346,Q2_25~50%,15.819358947144979,Q4_상위25%,7838,Q3_50~75%,11006,Q3_50~75%,41.6,Q2_25~50%,58.4,Q3_50~75%,13438,Q3_50~75%,1.7,Q1_하위25%,0.7131182339206114,Q1_하위25%,2415,12.815750371471024,1220,6.47420929738909,8584,45.55296115474422,3055,16.212056888134153,459,2.435788579919338,2487,13.197834854595628,624,3.311398853746551,19.289959668860117,31.845680322649116
2024,0,사회,65600,300.3,Q1_하위25%,250.5,Q2_25~50%,49.80000000000001,Q2_25~50%,1.198802395209581,Q3_50~75%,1490,Q4_상위25%,7584,Q4_상위25%,35224,Q4_상위25%,10756,Q4_상위25%,10546,Q4_상위25%,2.2713414634146343,Q3_50~75%,11.560975609756099,Q3_50~75%,53.69512195121951,Q4_상위25%,16.396341463414636,Q2_25~50%,16.076219512195124,Q2_25~50%,32.47256097560975,Q1_하위25%,13.832317073170733,Q3_50~75%,29161,Q4_상위25%,36439,Q4_상위25%,44.5,Q2_25~50%,55.5,Q3_50~75%,52218,Q4_상위25%,1.8,Q1_하위25%,0.7960060975609756,Q2_25~50%,7864,11.987804878048781,4361,6.647865853658537,27995,42.67530487804878,9156,13.957317073170733,2033,3.0990853658536586,10277,15.666158536585364,3914,5.966463414634146,18.635670731707318,32.72256097560975
2024,0,자연,22406,281.8,Q1_하위25%,248.9,Q1_하위25%,32.900000000000006,Q2_25~50%,1.1321815990357573,Q2_25~50%,541,Q4_상위25%,2836,Q4_상위25%,12906,Q3_50~75%,3570,Q4_상위25%,2553,Q2_25~50%,2.4145318218334375,Q3_50~75%,12.657323931089886,Q3_50~75%,57.600642684995094,Q4_상위25%,15.933232169954476,Q1_하위25%,11.394269392127109,Q1_하위25%,27.327501562081586,Q1_하위25%,15.071855752923325,Q4_상위25%,13205,Q4_상위25%,9201,Q3_50~75%,58.9,Q4_상위25%,41.1,Q1_하위25%,28313,Q4_상위25%,2.1,Q3_50~75%,1.2636347406944568,Q4_상위25%,3232,14.424707667589038,1693,7.556011782558243,12086,53.94090868517362,2097,9.359100241006873,612,2.731411229135053,2275,10.153530304382755,411,1.8343300901544228,21.980719450147284,22.244041774524682
2024,0,교육,15498,260.2,Q1_하위25%,235.3,Q1_하위25%,24.899999999999977,Q1_하위25%,1.105822354441139,Q1_하위25%,268,Q2_25~50%,2009,Q3_50~75%,9008,Q3_50~75%,3416,Q3_50~75%,797,Q1_하위25%,1.7292553877919732,Q2_25~50%,12.962962962962962,Q4_상위25%,58.12362885533617,Q4_상위25%,22.04155374887082,Q4_상위25%,5.14259904503807,Q1_하위25%,27.18415279390889,Q1_하위25%,14.692218350754935,Q3_50~75%,3885,Q2_25~50%,11613,Q3_50~75%,25.1,Q1_하위25%,74.9,Q4_상위25%,7031,Q1_하위25%,1.8,Q2_25~50%,0.45367144147631955,Q1_하위25%,373,2.4067621628597236,177,1.1420828493999227,2469,15.931087882307393,4639,29.932894567040908,113,0.7291263388824364,2799,18.060394889663183,4928,31.79765130984643,3.5488450122596467,48.72241579558653
2024,0,예체능,22813,234.7,Q1_하위25%,217.5,Q1_하위25%,17.19999999999999,Q1_하위25%,1.079080459770115,Q1_하위25%,1000,Q4_상위25%,5257,Q4_상위25%,13493,Q4_상위25%,1947,Q2_25~50%,1116,Q1_하위25%,4.383465567877964,Q4_상위25%,23.043878490334457,Q4_상위25%,59.146100907377374,Q4_상위25%,8.534607460658398,Q1_하위25%,4.891947573751809,Q1_하위25%,13.426555034410203,Q1_하위25%,27.427344058212423,Q4_상위25%,7416,Q2_25~50%,15397,Q4_상위25%,32.5,Q1_하위25%,67.5,Q4_상위25%,11932,Q2_25~50%,1.6,Q1_하위25%,0.5230351115591987,Q1_하위25%,1874,8.214614474203305,1057,4.633323105247008,16149,70.78858545566125,1361,5.96589663788191,148,0.6487529040459388,2012,8.819532722570465,212,0.9292947003901285,12.847937579450313,15.434182264498311
2024,1,의약,6543,648.5,Q4_상위25%,450.0,Q4_상위25%,198.5,Q4_상위25%,1.441111111111111,Q4_상위25%,82,Q1_하위25%,220,Q1_하위25%,1012,Q1_하위25%,1398,Q1_하위25%,3831,Q3_50~75%,1.2532477456824087,Q2_25~50%,3.3623720006113405,Q1_하위25%,15.466911202812167,Q1_하위25%,21.366345712975697,Q3_50~75%,58.55112333791838,Q4_상위25%,79.91746905089408,Q4_상위25%,4.615619746293749,Q1_하위25%,2839,Q1_하위25%,3704,Q1_하위25%,43.4,Q2_25~50%,56.6,Q3_50~75%,5318,Q1_하위25%,1.9,Q2_25~50%,0.8127770136023231,Q2_25~50%,140,2.1396912731163074,99,1.5130674002751032,2125,32.47745682408681,618,9.445208619899129,747,11.416781292984869,2758,42.15191808039126,56,0.8558765092465229,3.6527586733914106,63.013907993275254
2024,1,사회,16916,612.5,Q4_상위25%,500.0,Q4_상위25%,112.5,Q4_상위25%,1.225,Q4_상위25%,323,Q3_50~75%,633,Q2_25~50%,2643,Q2_25~50%,2483,Q2_25~50%,10834,Q4_상위25%,1.9094348545755497,Q3_50~75%,3.7420193899266962,Q2_25~50%,15.624261054622842,Q1_하위25%,14.678410971860961,Q1_하위25%,64.04587372901395,Q4_상위25%,78.72428470087492,Q4_상위25%,5.651454244502246,Q2_25~50%,8546,Q3_50~75%,8370,Q2_25~50%,50.5,Q3_50~75%,49.5,Q2_25~50%,18530,Q3_50~75%,2.2,Q4_상위25%,1.0954126270986049,Q3_50~75%,2173,12.845826436509814,829,4.900685741310002,5336,31.54410026010877,3147,18.603688815322773,1135,6.709624024592102,3182,18.810593520926933,1114,6.585481201229605,17.746512177819813,44.12390636084181
2024,1,공학,13849,538.4,Q4_상위25%,470.3,Q4_상위25%,68.09999999999997,Q4_상위25%,1.1448011907293216,Q2_25~50%,73,Q1_하위25%,261,Q1_하위25%,1647,Q1_하위25%,2542,Q3_50~75%,9326,Q4_상위25%,0.5271138710376201,Q1_하위25%,1.884612607408477,Q1_하위25%,11.89255541916384,Q1_하위25%,18.35511589284425,Q3_50~75%,67.34060220954582,Q4_상위25%,85.69571810239006,Q4_상위25%,2.411726478446097,Q1_하위25%,8529,Q3_50~75%,5320,Q2_25~50%,61.6,Q4_상위25%,38.4,Q1_하위25%,21001,Q4_상위25%,2.5,Q4_상위25%,1.5164271788576793,Q4_상위25%,4619,33.35258863455845,954,6.888584013286157,4369,31.547404144703588,976,7.047440248393386,1001,7.227958697378872,1823,13.163405300021664,107,0.7726189616578815,40.24117264784461,27.438804245793918
